"orig.ident"	"nCount_RNA"	"nFeature_RNA"	"percent.mt"	"percent.rp"	"S.Score"	"G2M.Score"	"Phase"	"RNA_snn_res.0.1"	"RNA_snn_res.0.15"	"RNA_snn_res.0.25"	"RNA_snn_res.0.75"	"seurat_clusters"	"pANN_0.25_0.09_142"	"DF.classifications_0.25_0.09_142"	"hpca.main"	"hpca.fine"	"dice.main"	"dice.fine"	"monaco.main"	"monaco.fine"	"northern.main"	"northern.fine"	"blue.main"	"blue.fine"	"seurat_clusters_gabby_annotation"	"UMAP_1"	"UMAP_2"	"tSNE_1"	"tSNE_2"
"X1001000179.E1"	"SeuratProject"	916983	1969	0	0.343517818759999	-0.051726941189369	-0.0150705336767118	"G1"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Mature NK cells_CD56- CD16+ CD3-"	"Macrophages"	"Macrophages"	"Myeloid"	3.4699926865449	8.98046362701702	-29.48806178829	-29.48806178829
"X1001000179.A5"	"SeuratProject"	993140	1618	0	0.196145558531526	-0.0160964679734314	-0.0517060310872369	"G1"	"1"	"0"	"0"	"0"	"0"	0.129411764705882	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Granulocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.27367525223398	8.34203684631633	-19.7096915975077	-19.7096915975077
"X1001000179.H10"	"SeuratProject"	707369	1670	0	0.373920824915992	-0.046368073472089	0.0112572285878415	"G2M"	"1"	"0"	"0"	"0"	"0"	0.117647058823529	"Singlet"	"Macrophage"	"DC:monocyte-derived:AEC-conditioned"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.89100723389292	8.09307158294964	-22.2851388463189	-22.2851388463189
"X1001000179.E7"	"SeuratProject"	581834	1238	0	0.541735271572304	-0.0367104871186671	-0.0605319825297271	"G1"	"1"	"0"	"0"	"0"	"0"	0.136470588235294	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.30212502602244	8.15532934967327	-24.1295638781783	-24.1295638781783
"X1001000179.G8"	"SeuratProject"	1128681	1655	0	0.552060325282343	-0.0518357953888256	-0.0425338271802089	"G1"	"1"	"0"	"0"	"0"	"0"	0.127058823529412	"Singlet"	"Macrophage"	"Monocyte:leukotriene_D4"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.56545930031443	8.3173710137968	-27.695959740629	-27.695959740629
"X1001000179.D10"	"SeuratProject"	916739	1948	0	0.534939606583771	-0.0409818923947687	-0.0450633858095807	"G1"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.60507397774363	8.49058497253704	-28.2347472300544	-28.2347472300544
"X1001000179.D7"	"SeuratProject"	950373	1560	0	0.287571300952363	-0.0366086275699399	0.00315719083282386	"G2M"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"DC:monocyte-derived:antiCD40/VAF347"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Myeloid"	2.19831924561167	8.05549109283733	-25.3649378786006	-25.3649378786006
"X1001000179.G11"	"SeuratProject"	1232667	1787	0	0.255949092496189	-0.0458263150217568	-0.0595227088610017	"G1"	"1"	"0"	"0"	"0"	"0"	0.155294117647059	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.56379704598093	8.75100195709514	-28.0490075569988	-28.0490075569988
"X1001000179.F8"	"SeuratProject"	852960	1351	0	0.453010692177828	-0.0173436916992804	-0.0551962231552976	"G1"	"1"	"0"	"0"	"0"	"0"	0.155294117647059	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Myeloid"	3.35056238297129	7.93752634826946	-19.6655445480799	-19.6655445480799
"X1001000179.C6"	"SeuratProject"	648948	1782	0	0.651361896484772	-0.0619732564754675	-0.0568996054916366	"G1"	"1"	"0"	"0"	"0"	"0"	0.122352941176471	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.86890869263315	9.07097590271282	-27.465804519503	-27.465804519503
"X1001000179.C5"	"SeuratProject"	847629	1921	0	0.471668619171831	-0.0367366217353153	-0.0763748310510093	"G1"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Myeloid Dendritic Cells"	"Macrophages"	"Macrophages"	"Myeloid"	3.81758647087717	8.48786413971233	-26.4988695690062	-26.4988695690062
"X1001000179.G1"	"SeuratProject"	892344	1979	0	0.464619025846535	-0.0426330923480076	-0.0179431703422746	"G1"	"1"	"0"	"0"	"0"	"0"	0.124705882352941	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.40296297196055	8.32103789154339	-28.7709383364909	-28.7709383364909
"X1001000179.F2"	"SeuratProject"	816093	1770	0	0.376305151496214	-0.0357641836570402	-0.0506955504087834	"G1"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Classical monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.58411364678049	8.15358698669719	-28.4853991600059	-28.4853991600059
"X1001000179.E2"	"SeuratProject"	950486	1937	0	0.501112062671097	0.00330651692753584	-0.0317830071227847	"S"	"1"	"0"	"0"	"0"	"0"	0.174117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.1003637802949	8.70199740234661	-28.0299059346189	-28.0299059346189
"X1001000179.A3"	"SeuratProject"	784101	1595	0	0.478637318406685	-0.0453875827685192	-0.0309004044990183	"G1"	"1"	"0"	"0"	"0"	"0"	0.124705882352941	"Singlet"	"Macrophage"	"DC:monocyte-derived:AM580"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.52149443749094	8.00062907043743	-20.4361730902462	-20.4361730902462
"X1001000179.G4"	"SeuratProject"	2015041	1999	0	0.564951283869658	-0.0528918624152736	-0.0370000949685901	"G1"	"1"	"0"	"0"	"0"	"0"	0.181176470588235	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.20448117378855	8.79216730896282	-27.6896325905202	-27.6896325905202
"X1001000179.D5"	"SeuratProject"	939398	2172	0	0.683948656480001	-0.0250738625573511	-0.079644102010165	"G1"	"1"	"0"	"0"	"0"	"0"	0.176470588235294	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.85891490105295	8.04436266723919	-27.3519944723846	-27.3519944723846
"X1001000179.D8"	"SeuratProject"	881674	1761	0	0.535912366702432	-0.0489633387147679	-0.0255500191806521	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Myeloid"	2.82820873383188	7.99803602997112	-26.8615744050348	-26.8615744050348
"X1001000179.D12"	"SeuratProject"	884097	1663	0	0.27395184012614	-0.0354073824338162	-0.063391730139423	"G1"	"1"	"0"	"0"	"0"	"0"	0.162352941176471	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.97155194405222	8.20587218109417	-19.6412635768294	-19.6412635768294
"X1001000179.F11"	"SeuratProject"	899510	1861	0	1.00499160654134	-0.0349850900985616	-0.0129636330902764	"G1"	"1"	"0"	"0"	"0"	"0"	0.124705882352941	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.72747187737131	7.75925123993206	-23.4234714333786	-23.4234714333786
"X1001000179.E11"	"SeuratProject"	1097460	2057	0	0.546625845133308	-0.0616104257657771	-0.0127284216840085	"G1"	"1"	"0"	"0"	"0"	"0"	0.141176470588235	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.14438967827463	8.17874205414104	-25.7202421355918	-25.7202421355918
"X1001000179.A8"	"SeuratProject"	901344	1884	0	0.789376752937835	-0.00298475750827575	-0.054663619412506	"G1"	"1"	"0"	"0"	"0"	"0"	0.105882352941176	"Singlet"	"Macrophage"	"Monocyte:leukotriene_D4"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.4295497429719	7.79949152771282	-23.3694829792915	-23.3694829792915
"X1001000179.G10"	"SeuratProject"	1312512	1862	0	0.425672298615175	-0.0337478966536179	-0.0629538146259184	"G1"	"1"	"0"	"0"	"0"	"0"	0.181176470588235	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.53384595039988	8.84296191040325	-27.8795601046087	-27.8795601046087
"X1001000179.E4"	"SeuratProject"	1036521	2203	0	0.331879431289863	-0.0297736554972715	-0.0215728508050174	"G1"	"1"	"0"	"0"	"0"	"0"	0.12	"Singlet"	"Macrophage"	"Monocyte:leukotriene_D4"	"Monocytes"	"Monocytes, CD16+"	"Dendritic cells"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.43272476318979	7.43296778503704	-14.2433791019647	-14.2433791019647
"X1001000179.C11"	"SeuratProject"	950622	1678	0	0.492309245946338	-0.0489032176510515	-0.0667611821406491	"G1"	"1"	"0"	"0"	"0"	"0"	0.122352941176471	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.89654593590403	8.90177309814739	-26.1957965833339	-26.1957965833339
"X1001000179.H2"	"SeuratProject"	1091820	1947	0	0.626843252550787	-0.0642172618805838	-0.0628270605733084	"G1"	"1"	"0"	"0"	"0"	"0"	0.169411764705882	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.08230524185801	9.10488760772991	-28.5351443275171	-28.5351443275171
"X1001000179.F3"	"SeuratProject"	992212	2111	0	0.253776410686426	-0.0547533235276701	-0.0120102786527648	"G1"	"1"	"0"	"0"	"0"	"0"	0.167058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.69241719368601	8.86102164093303	-29.0212942873991	-29.0212942873991
"X1001000179.F7"	"SeuratProject"	732068	1649	0	0.214187753050263	-0.00562086591748318	-0.0544718158500486	"G1"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.27652316216135	9.13198340240764	-30.5084681672097	-30.5084681672097
"X1001000179.G12"	"SeuratProject"	162771	934	0	0.133316131251881	-0.037816833381948	-0.0443229745329959	"G1"	"1"	"0"	"0"	"0"	"0"	0.0988235294117647	"Singlet"	"Macrophage"	"DC:monocyte-derived:AM580"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Classical monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.09453253868723	6.90719282928753	-13.3616415637694	-13.3616415637694
"X1001000179.D2"	"SeuratProject"	760287	1703	0	0.371438680393062	-0.0010713502648027	-0.0502161051562247	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.11106162193918	7.85505736175823	-19.8783787136334	-19.8783787136334
"X1001000179.E8"	"SeuratProject"	796421	1776	0	0.631575510942077	-0.0425141013166887	-0.0633397764435392	"G1"	"1"	"0"	"0"	"0"	"0"	0.143529411764706	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Myeloid"	2.44633178833628	8.43209898773479	-26.7899419872985	-26.7899419872985
"X1001000179.A6"	"SeuratProject"	810831	2040	0	0.439425724966115	-0.00506705593315519	-0.0686202900051094	"G1"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.03724961403513	8.28396570984173	-30.4196557147095	-30.4196557147095
"X1001000179.C2"	"SeuratProject"	990508	1855	0	0.343964914972923	-0.0515085231580976	-0.0264667966132102	"G1"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.31345253113413	9.24468195740032	-29.0295550144648	-29.0295550144648
"X1001000179.A11"	"SeuratProject"	875832	1668	0	0.364795988271723	0.0318216870247424	-0.0455910109175186	"S"	"1"	"0"	"0"	"0"	"0"	0.178823529411765	"Singlet"	"Macrophage"	"DC:monocyte-derived:antiCD40/VAF347"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.48133664253855	8.60590327087688	-28.7341463741661	-28.7341463741661
"X1001000179.F12"	"SeuratProject"	1057170	2241	0	0.865045356943538	-0.0658151476226434	-0.0653876386670929	"G1"	"1"	"0"	"0"	"0"	"0"	0.207058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	5.29397444847727	7.48843825165081	-26.8058905508123	-26.8058905508123
"X1001000179.B6"	"SeuratProject"	947708	1955	0	0.226335537950508	-0.0429164287380644	-0.0652390969831505	"G1"	"1"	"0"	"0"	"0"	"0"	0.169411764705882	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.29826312187815	8.38016569916057	-26.5407838709175	-26.5407838709175
"X1001000179.H8"	"SeuratProject"	852443	2070	0	0.418561710284441	-0.0281302065954285	-0.0495324785807827	"G1"	"1"	"0"	"0"	"0"	"0"	0.167058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Monocytes"	"Myeloid"	3.71845107201243	8.7252947122221	-30.9193087944567	-30.9193087944567
"X1001000179.E10"	"SeuratProject"	916448	1918	0	0.824814937672405	-0.0628522165428279	-0.0093314857548179	"G1"	"1"	"0"	"0"	"0"	"0"	0.136470588235294	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.8694386971345	8.86619723144817	-29.6590353566643	-29.6590353566643
"X1001000180.A11"	"SeuratProject"	1255929	3290	0	0.80514105494817	0.0146737370934636	-0.0637962841745579	"S"	"2"	"1"	"1"	"3"	"3"	0.28	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive, stimulated"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Astrocytes"	"Neurons"	"Myeloid"	-4.64156956549978	-10.6591314047213	31.3836565955956	31.3836565955956
"X1001000180.G9"	"SeuratProject"	1346918	3547	0	0.0766936071832138	-0.0562159613739838	-0.038433047525503	"G1"	"6"	"7"	"7"	"14"	"14"	0.303529411764706	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"NK cells"	"T cells, CD4+, TFH"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD133+ CD34dim"	"Neurons"	"Neurons"	"Myeloid"	-7.89657969352102	-11.5264466970797	24.5821804765311	24.5821804765311
"X1001000180.G12"	"SeuratProject"	725964	1501	0	0.066669972615722	-0.0575753015414015	-0.0556564744468261	"G1"	"6"	"7"	"7"	"14"	"14"	0.301176470588235	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"NK cells"	"T cells, CD4+, Th17"	"Progenitors"	"Progenitor cells"	"CD8+ T cells"	"CD8+ Effector Memory RA"	"Neurons"	"Neurons"	"Myeloid"	-6.96900553580618	-11.0525144308443	24.7767409309757	24.7767409309757
"X1001000180.E10"	"SeuratProject"	457266	2052	0	0.510206313174389	0.110164249930191	-0.0330869204997343	"S"	"2"	"1"	"1"	"3"	"3"	0.254117647058824	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"Monocytes"	NA	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Adipocytes"	"Neurons"	"Myeloid"	-4.62565655585623	-10.4789613455172	29.9820560853172	29.9820560853172
"X1001000180.A5"	"SeuratProject"	746806	2975	0	0.695093504872751	0.199072208882554	-0.0234677671309474	"S"	"2"	"1"	"1"	"3"	"3"	0.251764705882353	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	NA	"T cells, CD8+, naive, stimulated"	"Progenitors"	"Th2 cells"	"HSCs"	"Hematopoietic stem cells_CD133+ CD34dim"	"Neurons"	"Neurons"	"Myeloid"	-4.6275906073699	-10.4170716970797	30.0716476696398	30.0716476696398
"X1001000180.D2"	"SeuratProject"	1082155	3372	0	0.572746048394176	-0.00815122624299419	-0.0780716676589703	"G1"	"2"	"1"	"1"	"3"	"3"	0.270588235294118	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	NA	NA	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-4.95173354026174	-10.5738090246553	31.2585932124893	31.2585932124893
"X1001000180.D8"	"SeuratProject"	800063	1888	0	0.556956139703998	-0.022617874429755	-0.0369819319076332	"G1"	"2"	"1"	"1"	"3"	"3"	0.232941176470588	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	NA	NA	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-4.65737910148001	-9.2272895544405	29.6771857837522	29.6771857837522
"X1001000180.E4"	"SeuratProject"	1030500	2476	0	0.219116933527414	-0.0242602466973024	-0.0672052945687958	"G1"	"6"	"7"	"7"	"14"	"14"	0.32	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive"	"Progenitors"	"Progenitor cells"	"Erythroid cells"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-7.74410862799978	-11.7406791418428	21.9937550215764	21.9937550215764
"X1001000180.H9"	"SeuratProject"	1346178	3854	0	0.258138225405556	-0.100076831625206	-0.0823102714924805	"G1"	"6"	"7"	"7"	"14"	"14"	0.310588235294118	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive"	"Progenitors"	"Naive CD8 T cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-8.0961055266509	-11.8299993246431	21.4269414933952	21.4269414933952
"X1001000180.H11"	"SeuratProject"	1211616	3302	0	0.176128410321422	0.00205223398804277	-0.0359932234440808	"S"	"6"	"7"	"7"	"14"	"14"	0.303529411764706	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD4+"	"T cells, CD4+, Th17"	"Progenitors"	"Progenitor cells"	"HSCs"	"Erythroid_CD34- CD71lo GlyA+"	"Neurons"	"Neurons"	"Myeloid"	-7.48521609183645	-11.426895496213	24.6245097118552	24.6245097118552
"X1001000180.E1"	"SeuratProject"	618097	2072	0	0.309012986634784	0.0969711210573582	-0.0236772419375177	"S"	"2"	"1"	"1"	"3"	"3"	0.242352941176471	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	NA	"T cells, CD8+, naive, stimulated"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Astrocytes"	"Myeloid"	-4.8179826247344	-9.93768393691731	30.3451397592247	30.3451397592247
"X1001000180.F4"	"SeuratProject"	568054	2138	0	0.982300978428107	-0.0204721511200709	-0.0764457593821277	"G1"	"2"	"1"	"1"	"3"	"3"	0.247058823529412	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"NK cells"	"NK cells"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-4.04433197852468	-9.95567118819905	29.6093296464941	29.6093296464941
"X1001000180.H3"	"SeuratProject"	1043029	3502	0	0.529707227699326	0.276238462761575	-0.0673513037826879	"S"	"2"	"1"	"1"	"3"	"3"	0.289411764705882	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	NA	NA	"Progenitors"	"Progenitor cells"	"HSCs"	"Erythroid_CD34+ CD71+ GlyA-"	"Astrocytes"	"Astrocytes"	"Myeloid"	-5.07624907370901	-10.7218126028414	32.1930481177788	32.1930481177788
"X1001000180.B1"	"SeuratProject"	716594	2286	0	0.152527093444824	-0.012224397570272	-0.0248639210358296	"G1"	"6"	"7"	"7"	"14"	"14"	0.308235294117647	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive"	"Progenitors"	"Progenitor cells"	"Erythroid cells"	"Hematopoietic stem cells_CD38- CD34+"	"Neurons"	"Neurons"	"Myeloid"	-7.40831274863577	-11.3961662023897	23.6764619522991	23.6764619522991
"X1001000180.D11"	"SeuratProject"	873700	2926	0	0.581778642554653	-0.0265837419869479	-0.0896202783077568	"G1"	"2"	"1"	"1"	"3"	"3"	0.277647058823529	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive, stimulated"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Astrocytes"	"Neurons"	"Myeloid"	-4.6945318686614	-10.7223046987886	30.9963668366874	30.9963668366874
"X1001000180.B3"	"SeuratProject"	666874	2627	0	0.36093774836026	-0.032242546398465	-0.0662028107581893	"G1"	"2"	"1"	"1"	"3"	"3"	0.270588235294118	"Singlet"	"Astrocyte"	"Astrocyte:Embryonic_stem_cell-derived"	"T cells, CD8+"	"T cells, CD8+, naive, stimulated"	"Progenitors"	"Progenitor cells"	"HSCs"	"Hematopoietic stem cells_CD38- CD34+"	"Fibroblasts"	"Neurons"	"Myeloid"	-4.87842411872244	-10.7626374929781	31.666152386037	31.666152386037
