"orig.ident"	"nCount_RNA"	"nFeature_RNA"	"percent.mt"	"percent.rp"	"S.Score"	"G2M.Score"	"Phase"	"RNA_snn_res.0.1"	"RNA_snn_res.0.15"	"RNA_snn_res.0.25"	"RNA_snn_res.0.75"	"seurat_clusters"	"pANN_0.25_0.09_142"	"DF.classifications_0.25_0.09_142"	"hpca.main"	"hpca.fine"	"dice.main"	"dice.fine"	"monaco.main"	"monaco.fine"	"northern.main"	"northern.fine"	"blue.main"	"blue.fine"	"seurat_clusters_gabby_annotation"	"UMAP_1"	"UMAP_2"	"tSNE_1"	"tSNE_2"
"X1001000178.F7"	"SeuratProject"	889559	1525	0	0.685845458255158	-0.0424267963137114	-0.0349011360639823	"G1"	"1"	"0"	"0"	"12"	"12"	0.117647058823529	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Stroma"	3.37981491211558	7.28986609283733	-5.19802627226039	-5.19802627226039
"X1001000178.A10"	"SeuratProject"	999630	1670	0	1.45383792003041	-0.0500783967879349	0.00571366329719208	"G2M"	"1"	"0"	"0"	"0"	"0"	0.138823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.9947717678895	8.6107059747343	-24.9543985433798	-24.9543985433798
"X1001000178.B4"	"SeuratProject"	917909	1489	0	1.02090730126843	-0.0442661894399559	-0.0602036357120753	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.06935768250132	7.96179831329632	-25.1859928720209	-25.1859928720209
"X1001000178.G4"	"SeuratProject"	876644	1903	0	1.90487814894073	-0.0495898194458387	-0.0353371065777538	"G1"	"1"	"0"	"0"	"0"	"0"	0.138823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.83805613640452	8.39655077759075	-28.9309063402452	-28.9309063402452
"X1001000178.D4"	"SeuratProject"	976060	1327	0	0.825256644058767	-0.0375098586529337	-0.0583461579589388	"G1"	"1"	"0"	"0"	"0"	"0"	0.0964705882352941	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.40706329468393	7.7137390405302	-13.9892750732789	-13.9892750732789
"X1001000178.A5"	"SeuratProject"	947028	1706	0	0.910110366324966	-0.0126682440250263	-0.0060356667690717	"G1"	"1"	"0"	"0"	"0"	"0"	0.141176470588235	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.59730367783213	8.29745638672161	-27.3982874745206	-27.3982874745206
"X1001000178.D6"	"SeuratProject"	1210612	2113	0	1.42192543936455	-0.0460999120705835	-0.0887682778513755	"G1"	"1"	"0"	"0"	"0"	"0"	0.225882352941176	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	5.18551640633249	7.19476855102825	-21.9446910684694	-21.9446910684694
"X1001000178.C6"	"SeuratProject"	1118940	1740	0	0.60575187230772	-0.0238076202424659	-0.0110719568574807	"G1"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.31660394791269	9.26030218902874	-26.2259696774673	-26.2259696774673
"X1001000178.C11"	"SeuratProject"	1139834	1740	0	0.704927208698811	0.0210085887156871	-0.0506620891431283	"S"	"1"	"0"	"0"	"0"	"0"	0.185882352941176	"Singlet"	"Macrophage"	"Neutrophil:GM-CSF_IFNg"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.36900096062327	8.19085848633098	-22.1214340383901	-22.1214340383901
"X1001000178.B2"	"SeuratProject"	856662	1541	0	0.704361813644121	-0.02163383260337	-0.0103012636515877	"G1"	"1"	"0"	"0"	"0"	"0"	0.138823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Dendritic cells"	"Myeloid Dendritic Cells"	"Monocytes"	"Macrophages"	"Myeloid"	3.01899104241038	8.13698923889446	-20.4577327891039	-20.4577327891039
"X1001000178.B9"	"SeuratProject"	1005816	1906	0	1.22050156291011	0.0439092749198591	-0.0541432457825949	"S"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.99377493981028	8.67462504211712	-27.9398637310484	-27.9398637310484
"X1001000178.E9"	"SeuratProject"	677412	1557	0	1.35958618979292	-0.039830763845869	-0.0654893688696299	"G1"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.51984028938914	7.92786944214153	-24.8358426985904	-24.8358426985904
"X1001000178.E2"	"SeuratProject"	1006515	1490	0	1.47350014654526	-0.0544414824954179	-0.04482248091374	"G1"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Myeloid Dendritic Cells"	"Macrophages"	"Monocytes"	"Myeloid"	2.7113199723115	8.28935015503215	-23.7928389681096	-23.7928389681096
"X1001000178.D2"	"SeuratProject"	1004310	1378	0	0.850135914209756	-0.0275890359748936	-0.0511482099278033	"G1"	"1"	"0"	"0"	"0"	"0"	0.127058823529412	"Singlet"	"Macrophage"	"DC:monocyte-derived:A._fumigatus_germ_tubes_6h"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Classical monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.76576810005808	7.49523794952678	-19.4742167791176	-19.4742167791176
"X1001000178.G6"	"SeuratProject"	1144290	1547	0	0.572494734726337	-0.0565017751893436	-0.0585098085497416	"G1"	"1"	"0"	"0"	"0"	"0"	0.155294117647059	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.50775437477732	8.60430682007122	-26.3326866817998	-26.3326866817998
"X1001000178.D9"	"SeuratProject"	1090412	1816	0	1.834994479151	-0.0559215779139182	-0.0824036661402065	"G1"	"1"	"0"	"0"	"0"	"0"	0.167058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.70181851509714	8.70645201507854	-26.9702181322298	-26.9702181322298
"X1001000178.G2"	"SeuratProject"	874403	1756	0	1.26657845409954	-0.00954789956523082	-0.0396531095379968	"G1"	"1"	"0"	"0"	"0"	"0"	0.171764705882353	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.37064032677317	9.23765814605999	-27.9253456025697	-27.9253456025697
"X1001000178.F5"	"SeuratProject"	1008829	1451	0	0.666217961616885	-0.00411130513476195	0.0154660750622707	"G2M"	"1"	"0"	"0"	"0"	"0"	0.176470588235294	"Singlet"	"Macrophage"	"DC:monocyte-derived:AM580"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Myeloid Dendritic Cells"	"Macrophages"	"Macrophages"	"Myeloid"	2.53429560784006	8.4562402993803	-27.680704314397	-27.680704314397
"X1001000178.E10"	"SeuratProject"	1074441	1821	0	0.945142636961918	-0.0139811698845504	-0.0304684842998293	"G1"	"1"	"0"	"0"	"0"	"0"	0.178823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.46653370979929	8.18314802948284	-26.7961384800264	-26.7961384800264
"X1001000178.C8"	"SeuratProject"	1165122	1788	0	0.554448375363267	-0.0223538806865079	-0.062926041029433	"G1"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Granulocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.43707327965403	8.41195166412639	-19.4978234928131	-19.4978234928131
"X1001000178.A7"	"SeuratProject"	1006207	1606	0	0.657121248411112	-0.0397443629966343	-0.0528352777732939	"G1"	"1"	"0"	"0"	"0"	"0"	0.122352941176471	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Granulocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.86513381127024	7.91870940033245	-18.6671121008676	-18.6671121008676
"X1001000178.B11"	"SeuratProject"	828151	1523	0	1.49646622415477	-0.0493390205814299	-0.00429332401299497	"G1"	"1"	"0"	"0"	"0"	"0"	0.110588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.01030235413218	7.76878607574749	-18.5180273244174	-18.5180273244174
"X1001000178.E7"	"SeuratProject"	954061	1632	0	1.1750820964278	-0.0215887253240881	-0.0355684361898066	"G1"	"1"	"0"	"0"	"0"	"0"	0.16	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.95301394585276	9.26312601867962	-28.5135556742814	-28.5135556742814
"X1001000178.H5"	"SeuratProject"	1109526	1886	0	1.3121819587824	0.0296235471943048	-0.0460022767786996	"S"	"1"	"0"	"0"	"0"	"0"	0.141176470588235	"Singlet"	"Macrophage"	"DC:monocyte-derived:A._fumigatus_germ_tubes_6h"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.69715027931833	8.1050497323637	-24.8722799941676	-24.8722799941676
"X1001000178.H3"	"SeuratProject"	1018218	1613	0	2.33771157060669	0.00650291312656408	-0.0285593171151211	"S"	"1"	"0"	"0"	"0"	"0"	0.178823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.7033648980012	8.04486716095257	-24.2453856370555	-24.2453856370555
"X1001000178.G12"	"SeuratProject"	973437	1554	0	1.15672611581438	-0.055243932597567	-0.0476509957632227	"G1"	"1"	"0"	"0"	"0"	"0"	0.138823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.94807772759104	8.72084582153606	-26.4669815974144	-26.4669815974144
"X1001000178.H9"	"SeuratProject"	1010745	2035	0	1.75791124368659	-0.066593659913885	-0.0276245436184074	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.21372275475168	8.62843382660198	-25.5781998781379	-25.5781998781379
"X1001000178.H10"	"SeuratProject"	832081	1560	0	1.26946775614393	-0.0155464456820575	-0.0270512008389525	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.93477563980723	8.10989725891399	-24.0680514848562	-24.0680514848562
"X1001000178.H7"	"SeuratProject"	1219523	1533	0	0.720527616125321	-0.0173418170563268	-0.0252591882348929	"G1"	"1"	"0"	"0"	"0"	"0"	0.16	"Singlet"	"Macrophage"	"DC:monocyte-derived:antiCD40/VAF347"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.18019180420542	8.63902724090862	-29.8293720367441	-29.8293720367441
"X1001000178.G11"	"SeuratProject"	1029779	1421	0	1.007886158098	0.0142418116783639	-0.0710024630927558	"S"	"1"	"0"	"0"	"0"	"0"	0.145882352941176	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.47991829041147	8.64898741546917	-26.083141473172	-26.083141473172
"X1001000178.H4"	"SeuratProject"	1087170	1692	0	1.0496058574096	-0.0136799338016885	-0.0575086240397164	"G1"	"1"	"0"	"0"	"0"	"0"	0.174117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.03605394486094	9.21397269073772	-27.8739295818586	-27.8739295818586
"X1001000178.H2"	"SeuratProject"	1045823	1662	0	1.17314306531794	0.0257201510954334	0.0239274428536598	"S"	"1"	"0"	"0"	"0"	"0"	0.174117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.27851014259958	8.97988856140423	-27.7820876393332	-27.7820876393332
"X1001000178.G9"	"SeuratProject"	1108689	1788	0	1.43105956674956	-0.0409332275770221	-0.0447049897875295	"G1"	"1"	"0"	"0"	"0"	"0"	0.143529411764706	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Granulocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.24227171066904	8.20709383789348	-24.9931100098132	-24.9931100098132
"X1001000178.H1"	"SeuratProject"	1001971	1654	0	1.39055920780142	-0.0478311454004389	-0.00340275630648983	"G1"	"1"	"0"	"0"	"0"	"0"	0.138823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.42141871575022	7.78220618072796	-23.5201357058556	-23.5201357058556
"X1001000178.H8"	"SeuratProject"	1027398	1672	0	1.88067331258188	0.0417560216549393	-0.0813066311197051	"S"	"1"	"0"	"0"	"0"	"0"	0.174117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.42365985039377	8.41547072235393	-27.3630643480108	-27.3630643480108
"X1001000178.H11"	"SeuratProject"	957309	1750	0	0.859283679564279	-0.0525970307838347	-0.0175776352475258	"G1"	"1"	"0"	"0"	"0"	"0"	0.178823529411765	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.55937342766428	8.82609522644329	-30.8586041501126	-30.8586041501126
"X1001000178.H6"	"SeuratProject"	1072377	1914	0	1.31017356769121	-0.0406214932860837	0.00144953211319261	"G2M"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.2594042313447	8.07564699951458	-25.682695461538	-25.682695461538
"X1001000178.G10"	"SeuratProject"	1204554	1729	0	1.97824256944894	-0.0574401253707824	-0.0584624060513774	"G1"	"1"	"0"	"0"	"0"	"0"	0.143529411764706	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.61262517098093	8.37653696838665	-24.5548748024499	-24.5548748024499
"X1001000179.F10"	"SeuratProject"	976754	1835	0	0.419143407654333	-0.0365939453402891	-0.0693335109469525	"G1"	"1"	"0"	"0"	"0"	"0"	0.167058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.60835223320627	8.77339423004436	-30.6766028239413	-30.6766028239413
"X1001000179.B12"	"SeuratProject"	176931	2404	0	0.0101734574495142	0.0412859296801533	0.014123258991191	"S"	"0"	"1"	"2"	"3"	"3"	0.0658823529411765	"Singlet"	"Neutrophils"	"Neutrophil:uropathogenic_E._coli_UTI89"	"Monocytes"	"Monocytes, CD16+"	"Neutrophils"	"Low-density neutrophils"	"NK cells"	"Mature NK cells_CD56- CD16+ CD3-"	"Neutrophils"	"Neutrophils"	"Myeloid"	3.57246260765696	-4.22011196311665	6.68010830035668	6.68010830035668
"X1001000179.H7"	"SeuratProject"	1058862	1557	0	0.227508400528114	-0.0465132565447718	-0.0564729347475923	"G1"	"1"	"0"	"0"	"0"	"0"	0.178823529411765	"Singlet"	"Macrophage"	"Monocyte:leukotriene_D4"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.6738591683259	8.84033072296428	-20.1780756600017	-20.1780756600017
"X1001000179.C1"	"SeuratProject"	828739	1766	0	0.391196745899493	-0.0412721056015324	-0.0420574341908302	"G1"	"1"	"0"	"0"	"0"	"0"	0.167058823529412	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.11604027870798	9.34003126922893	-28.6511762173664	-28.6511762173664
"X1001000179.G9"	"SeuratProject"	349875	1830	0	0.356127188281529	-0.0522278986986622	-0.0308802327969999	"G1"	"1"	"0"	"0"	"0"	"0"	0.164705882352941	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:S._aureus"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.90311079147959	9.32240164581585	-28.5888945506188	-28.5888945506188
"X1001000179.A10"	"SeuratProject"	1025744	1848	0	0.337023662824252	-0.0442812733903552	-0.0715105655042437	"G1"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Dendritic cells"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.77756362084055	8.52351153198528	-27.4569683070102	-27.4569683070102
"X1001000179.B4"	"SeuratProject"	777810	1645	0	0.498965042876795	-0.0445491755039552	-0.0527534347679841	"G1"	"1"	"0"	"0"	"0"	"0"	0.122352941176471	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD16+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.7348418724885	7.10069239441204	-21.3802088207002	-21.3802088207002
"X1001000179.C7"	"SeuratProject"	827255	1736	0	0.418613365890808	-0.0409012013363816	-0.0570422831513814	"G1"	"1"	"0"	"0"	"0"	"0"	0.188235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.00220637444163	8.37740385834026	-26.5564700291581	-26.5564700291581
"X1001000179.D9"	"SeuratProject"	527189	1697	0	1.05483991509686	0.0469267894556066	-0.0423949283930731	"S"	"0"	"3"	"2"	"8"	"8"	0.0635294117647059	"Singlet"	"Monocyte"	"Monocyte:CD16-"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Classical monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Monocytes"	"Tumor"	3.75152354363108	-4.53114330466938	1.51003471873115	1.51003471873115
"X1001000179.E6"	"SeuratProject"	843053	1564	0	0.389299367892647	-0.0343923974753764	-0.0312453754295364	"G1"	"1"	"0"	"0"	"0"	"0"	0.134117647058824	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.51442794922495	8.55300200287151	-25.6349108992829	-25.6349108992829
"X1001000179.A4"	"SeuratProject"	571909	1599	0	0.345509512877049	-0.041832961550758	-0.0393804687491607	"G1"	"1"	"0"	"0"	"0"	"0"	0.143529411764706	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.87074236992502	9.10389101806926	-28.8271645189222	-28.8271645189222
"X1001000179.G3"	"SeuratProject"	865193	1605	0	0.586921068478363	-0.0402085084022097	-0.0652757783034665	"G1"	"1"	"0"	"0"	"0"	"0"	0.141176470588235	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.8438871395936	8.93839896026897	-27.1939520647749	-27.1939520647749
"X1001000179.D11"	"SeuratProject"	509105	1186	0	0.413470698578879	-0.03419495018194	-0.0574812864904382	"G1"	"1"	"0"	"0"	"0"	"0"	0.110588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	2.42391114357615	7.73628580871868	-18.2633705293693	-18.2633705293693
"X1001000179.H5"	"SeuratProject"	1021356	2005	0	0.379887130442275	-0.0597041717688651	-0.0636757399720523	"G1"	"1"	"0"	"0"	"0"	"0"	0.185882352941176	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Granulocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.92725472572947	8.15699541870403	-27.726797924851	-27.726797924851
"X1001000179.D6"	"SeuratProject"	841152	2131	0	0.402662063455832	-0.019908007663561	-0.012775817950925	"G1"	"1"	"0"	"0"	"0"	"0"	0.150588235294118	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.94248299721384	8.23585284057903	-25.9783015417897	-25.9783015417897
"X1001000179.B8"	"SeuratProject"	1091902	2031	0	0.264309434363157	-0.048621870252003	-0.040529724017462	"G1"	"1"	"0"	"0"	"0"	"0"	0.183529411764706	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Intermediate monocytes"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	4.82577376488352	8.37075770202923	-23.4222448346992	-23.4222448346992
"X1001000179.C4"	"SeuratProject"	753526	1738	0	0.559768342432776	-0.053101484722951	-0.0423910416082495	"G1"	"1"	"0"	"0"	"0"	"0"	0.148235294117647	"Singlet"	"Macrophage"	"Macrophage:monocyte-derived:IL-4/Dex/TGFb"	"Monocytes"	"Monocytes, CD14+"	"Monocytes"	"Myeloid dendritic cells"	"Monocytes"	"Monocytes"	"Macrophages"	"Macrophages"	"Myeloid"	3.32436661842966	7.7123848230009	-23.8731256256206	-23.8731256256206
